"city","county","state",fips
"spruce head","knox","ME",23013
"spruce pine","franklin","AL",1059
"spruce pine","mitchell","NC",37121
"spur","dickens","TX",48125
"spurgeon","pike","IN",18125
"spurger","tyler","TX",48457
"spurlockville","lincoln","WV",54043
"squaw lake","itasca","MN",27061
"squaw valley","fresno","CA",6019
"squire","mcdowell","WV",54047
"squires","douglas","MO",29067
"squirrel island","lincoln","ME",23015
"st columbans","sarpy","NE",31153
"st john","nan","VI",78020
"st thomas","nan","VI",78030
"staatsburg","dutchess","NY",36027
"stacy","chisago","MN",27025
"stacy","carteret","NC",37031
"stacyville","mitchell","IA",19131
"stacyville","penobscot","ME",23019
"stafford","tolland","CT",9013
"stafford","stafford","KS",20185
"stafford","genesee","NY",36037
"stafford","monroe","OH",39111
"stafford","fort bend","TX",48157
"stafford","stafford","VA",51179
"stafford springs","tolland","CT",9013
"staffordsville","johnson","KY",21115
"staffordsville","giles","VA",51071
"staffordville","tolland","CT",9013
"stahlstown","westmoreland","PA",42129
"staley","randolph","NC",37151
"stambaugh","johnson","KY",21115
"stambaugh","iron","MI",26071
"stamford","fairfield","CT",9001
"stamford","harlan","NE",31083
"stamford","delaware","NY",36095
"stamford","jones","TX",48253
"stamford","bennington","VT",50003
"stamping ground","scott","KY",21209
"stamps","lafayette","AR",5027
"stanaford","raleigh","WV",54081
"stanardsville","greene","VA",51079
"stanberry","gentry","MO",29075
"stanchfield","isanti","MN",27059
"standard","tuolumne","CA",6109
"standard","putnam","IL",17155
"standish","lassen","CA",6035
"standish","cumberland","ME",23005
"standish","arenac","MI",26011
"stanfield","pinal","AZ",4013
"stanfield","stanly","NC",37167
"stanfield","umatilla","OR",41059
"stanford","santa clara","CA",6085
"stanford","mclean","IL",17113
"stanford","monroe","IN",18105
"stanford","lincoln","KY",21137
"stanford","judith basin","MT",30045
"stanfordville","dutchess","NY",36027
"stanhope","hamilton","IA",19079
"stanhope","sussex","NJ",34037
"stanley","buchanan","IA",19019
"stanley","custer","ID",16037
"stanley","daviess","KY",21059
"stanley","gaston","NC",37071
"stanley","mountrail","ND",38061
"stanley","santa fe","NM",35049
"stanley","ontario","NY",36069
"stanley","page","VA",51139
"stanley","chippewa","WI",55017
"stanleytown","henry","VA",51089
"stanton","chilton","AL",1021
"stanton","orange","CA",6059
"stanton","montgomery","IA",19137
"stanton","powell","KY",21197
"stanton","montcalm","MI",26117
"stanton","franklin","MO",29071
"stanton","mercer","ND",38057
"stanton","stanton","NE",31167
"stanton","hunterdon","NJ",34019
"stanton","haywood","TN",47075
"stanton","martin","TX",48317
"stantonsburg","wilson","NC",37191
"stantonville","mcnairy","TN",47109
"stanville","floyd","KY",21071
"stanwood","cedar","IA",19031
"stanwood","mecosta","MI",26107
"stanwood","snohomish","WA",53029
"staplehurst","seward","NE",31159
"staples","todd","MN",27153
"staples","guadalupe","TX",48187
"stapleton","baldwin","AL",1003
"stapleton","jefferson","GA",13125
"stapleton","logan","NE",31113
"star","ada","ID",16001
"star","rankin","MS",28121
"star","montgomery","NC",37123
"star","mills","TX",48333
"star city","lincoln","AR",5079
"star city","pulaski","IN",18131
"star junction","fayette","PA",42051
"star lake","st. lawrence","NY",36089
"star lake","vilas","WI",55125
"star prairie","polk","WI",55109
"star tannery","frederick","VA",51069
"starbuck","pope","MN",27121
"starbuck","columbia","WA",53013
"starford","indiana","PA",42063
"stark","neosho","KS",20133
"stark city","newton","MO",29145
"starke","bradford","FL",12019
"starks","calcasieu parish","LA",22019
"starksboro","addison","VT",50001
"starkville","oktibbeha","MS",28105
"starkweather","ramsey","ND",38071
"starlight","wayne","PA",42127
"starr","anderson","SC",45007
"starrucca","wayne","PA",42127
"start","richland parish","LA",22083
"startex","spartanburg","SC",45083
"startup","snohomish","WA",53061
"state center","marshall","IA",19127
"state college","centre","PA",42027
"state farm","powhatan","VA",51075
"state line","warren","IN",18171
"state line","wayne","MS",28041
"state line","franklin","PA",42055
"state park","richland","SC",45079
"state road","surry","NC",37171
"state university","craighead","AR",5031
"stateline","douglas","NV",32005
"staten island","richmond","NY",36085
"statenville","echols","GA",13101
"statesboro","bulloch","GA",13031
"statesville","iredell","NC",37097
"statham","barrow","GA",13013
"staunton","macoupin","IL",17117
"staunton","clay","IN",18021
"staunton","staunton city","VA",51015
"stayton","marion","OR",41047
"steamboat rock","hardin","IA",19083
"steamboat springs","routt","CO",8107
"steamburg","cattaraugus","NY",36009
"stearns","mccreary","KY",21147
"stebbins","nome census area","AK",2180
"stedman","cumberland","NC",37051
"steedman","callaway","MO",29027
"steele","st. clair","AL",1115
"steele","pike","KY",21195
"steele","pemiscot","MO",29155
"steele","kidder","ND",38043
"steele city","jefferson","NE",31095
"steeles tavern","augusta","VA",51015
"steeleville","randolph","IL",17157
"steelville","crawford","MO",29055
"steen","rock","MN",27133
"steens","lowndes","MS",28087
"steep falls","cumberland","ME",23005
"steger","will","IL",17031
"stehekin","chelan","WA",53007
"steilacoom","pierce","WA",53053
"steinauer","pawnee","NE",31133
"steinhatchee","taylor","FL",12123
"stella","mcdonald","MO",29145
"stella","onslow","NC",37031
"stella","richardson","NE",31147
"stella niagara","niagara","NY",36063
"stem","granville","NC",37077
"stendal","pike","IN",18125
"stennis space center","hancock","MS",28045
"stephan","hyde","SD",46069
"stephen","marshall","MN",27089
"stephens","ouachita","AR",5103
"stephens","oglethorpe","GA",13221
"stephens city","frederick","VA",51069
"stephenson","menominee","MI",26109
"stephenson","frederick","VA",51069
"stephenson","wyoming","WV",54109
"stephensport","breckinridge","KY",21027
"stephentown","rensselaer","NY",36083
"stephenville","erath","TX",48143
"steptoe","whitman","WA",53075
"sterling","kenai peninsula borough","AK",2122
"sterling","logan","CO",8075
"sterling","windham","CT",9015
"sterling","whiteside","IL",17195
"sterling","rice","KS",20159
"sterling","worcester","MA",25027
"sterling","arenac","MI",26011
"sterling","burleigh","ND",38015
"sterling","johnson","NE",31097
"sterling","cayuga","NY",36011
"sterling","wayne","OH",39169
"sterling","comanche","OK",40031
"sterling","wayne","PA",42127
"sterling","sanpete","UT",49039
"sterling","loudoun","VA",NULL
"sterling city","sterling","TX",48431
"sterling forest","orange","NY",36071
"sterling heights","macomb","MI",26099
"sterlington","ouachita parish","LA",22073
"sterrett","shelby","AL",1117
"stet","carroll","MO",NULL
"stetson","penobscot","ME",23019
"stetsonville","taylor","WI",55119
"steuben","washington","ME",23029
"steuben","crawford","WI",55023
"steubenville","jefferson","OH",39081
"stevens","lancaster","PA",42071
"stevens point","portage","WI",55097
"stevens village","yukon-koyukuk census area","AK",2290
"stevensburg","culpeper","VA",51047
"stevenson","jackson","AL",1071
"stevenson","fairfield","CT",9001
"stevenson","baltimore","MD",24005
"stevenson","skamania","WA",53059
"stevenson ranch","los angeles","CA",6037
"stevensville","queen anne's","MD",24035
"stevensville","berrien","MI",26021
"stevensville","ravalli","MT",30081
"stevensville","bradford","PA",42015
"stevensville","king and queen","VA",51097
"stevinson","merced","CA",6047
"steward","lee","IL",17103
"stewardson","shelby","IL",17173
"stewart","mcleod","MN",27085
"stewart","webster","MS",28097
"stewart","athens","OH",39009
"stewart","houston","TN",47083
"stewarts point","sonoma","CA",6097
"stewartstown","york","PA",42133
"stewartsville","dekalb","MO",29063
"stewartsville","warren","NJ",34041
"stewartville","olmsted","MN",27109
"stickney","aurora","SD",46003
"stidham","mcintosh","OK",40091
"stigler","haskell","OK",40061
"stilesville","hendricks","IN",18063
"still pond","kent","MD",24029
"still river","worcester","MA",25027
"stillman valley","ogle","IL",17141
"stillmore","emanuel","GA",13107
"stillwater","penobscot","ME",23019
"stillwater","washington","MN",27163
"stillwater","sussex","NJ",34037
"stillwater","saratoga","NY",36091
"stillwater","harrison","OH",39157
"stillwater","payne","OK",40119
"stillwater","columbia","PA",42037
"stilwell","johnson","KS",20091
"stilwell","adair","OK",40001
"stinesville","monroe","IN",18105
"stinnett","leslie","KY",21131
"stinnett","hutchinson","TX",48233
"stinson beach","marin","CA",6041
"stinson lake","grafton","NH",33009
"stirling","morris","NJ",34027
"stirling city","butte","CA",6007
"stirum","sargent","ND",38081
"stites","idaho","ID",16049
"stittville","oneida","NY",36065
"stitzer","grant","WI",55043
"stockbridge","henry","GA",13151
"stockbridge","berkshire","MA",25003
"stockbridge","ingham","MI",26065
"stockbridge","windsor","VT",50027
"stockbridge","calumet","WI",55015
"stockdale","pike","OH",NULL
"stockdale","washington","PA",42125
"stockdale","wilson","TX",48493
"stockertown","northampton","PA",42095
"stockett","cascade","MT",30013
"stockholm","aroostook","ME",23003
"stockholm","sussex","NJ",34037
"stockholm","grant","SD",46051
"stockholm","pepin","WI",55091
"stockland","iroquois","IL",17075
"stockport","van buren","IA",19177
"stockport","morgan","OH",39115
"stockton","baldwin","AL",1003
"stockton","san joaquin","CA",6077
"stockton","lanier","GA",13173
"stockton","muscatine","IA",19139
"stockton","jo daviess","IL",17085
"stockton","rooks","KS",20163
"stockton","worcester","MD",24047
"stockton","winona","MN",27169
"stockton","cedar","MO",29039
"stockton","hunterdon","NJ",34019
"stockton","chautauqua","NY",36013
"stockton","tooele","UT",49045
"stockton springs","waldo","ME",23027
"stockville","frontier","NE",31063
"stockwell","tippecanoe","IN",18157
"stoddard","cheshire","NH",33005
"stoddard","vernon","WI",55123
"stokes","pitt","NC",37147
"stokesdale","rockingham","NC",37081
"stollings","logan","WV",54045
"stone","pike","KY",21195
"stone creek","tuscarawas","OH",39157
"stone harbor","cape may","NJ",34009
"stone lake","sawyer","WI",55113
"stone mountain","dekalb","GA",13135
"stone park","cook","IL",17031
"stone ridge","ulster","NY",36111
"stoneboro","mercer","PA",42085
"stonefort","saline","IL",17165
"stoneham","weld","CO",8123
"stoneham","middlesex","MA",25017
"stoneham","oxford","ME",23017
"stoneville","washington","MS",28151
"stoneville","rockingham","NC",37157
"stonewall","de soto parish","LA",22031
"stonewall","clarke","MS",28023
"stonewall","pamlico","NC",37137
"stonewall","pontotoc","OK",40123
"stonewall","gillespie","TX",48171
"stoney fork","bell","KY",21013
"stonington","nan","CO",8009
"stonington","new london","CT",9011
"stonington","christian","IL",17021
"stonington","hancock","ME",23009
"stony brook","suffolk","NY",36103
"stony creek","warren","NY",36113
"stony creek","sussex","VA",51183
"stony point","alexander","NC",37003
"stony point","rockland","NY",36087
"stony ridge","wood","OH",39173
"stonyford","colusa","CA",6011
"stopover","pike","KY",21195
"storden","cottonwood","MN",27033
"storm lake","buena vista","IA",19021
"stormville","dutchess","NY",36027
"storrie","plumas","CA",6007
"storrs mansfield","tolland","CT",9013
"story","montgomery","AR",5097
"story","sheridan","WY",56033
"story city","story","IA",19169
"stotts city","lawrence","MO",29109
"stottville","columbia","NY",36021
"stoughton","norfolk","MA",25021
"stoughton","dane","WI",55025
"stout","grundy","IA",19075
"stout","scioto","OH",39001
"stoutland","camden","MO",29029
"stoutsville","monroe","MO",29137
"stoutsville","fairfield","OH",39045
"stovall","granville","NC",37077
"stover","morgan","MO",29141
"stow","middlesex","MA",25017
"stow","chautauqua","NY",36013
"stow","summit","OH",39153
"stowe","lamoille","VT",50015
"stowell","chambers","TX",48071
"stoy","crawford","IL",17033
"stoystown","somerset","PA",42111
"strabane","washington","PA",42125
"strafford","greene","MO",29077
"strafford","strafford","NH",33017
"strafford","orange","VT",50017
"strandburg","grant","SD",46051
"strandquist","marshall","MN",27089
"strang","fillmore","NE",31059
"strang","mayes","OK",40097
"strasburg","adams","CO",8001
"strasburg","shelby","IL",17173
"strasburg","cass","MO",29037
"strasburg","emmons","ND",38029
"strasburg","tuscarawas","OH",39157
"strasburg","lancaster","PA",42071
"strasburg","shenandoah","VA",51187
"stratford","kings","CA",6031
"stratford","fairfield","CT",9001
"stratford","hamilton","IA",19079
"stratford","camden","NJ",34007
"stratford","fulton","NY",36035
"stratford","garvin","OK",40049
"stratford","brown","SD",46013
"stratford","sherman","TX",48421
"stratford","westmoreland","VA",NULL
"stratford","grant","WA",53025
"stratford","marathon","WI",55073
"stratham","rockingham","NH",33015
"strathcona","roseau","MN",27135
"strathmere","cape may","NJ",34009
"strathmore","tulare","CA",6107
"strattanville","clarion","PA",42031
"stratton","kit carson","CO",8063
"stratton","franklin","ME",23007
"stratton","hitchcock","NE",31087
"stratton","jefferson","OH",39081
"straughn","henry","IN",18065
"strausstown","berks","PA",42011
"strawberry","lawrence","AR",5075
"strawberry","tuolumne","CA",6109
"strawberry plains","jefferson","TN",47089
"strawberry point","clayton","IA",19043
"strawberry valley","yuba","CA",6115
"strawn","livingston","IL",17105
"strawn","palo pinto","TX",48363
"streamwood","cook","IL",17031
"streator","lasalle","IL",17099
"street","harford","MD",24025
"streeter","stutsman","ND",38093
"streetman","freestone","TX",48161
"streetsboro","portage","OH",39133
"stringer","jasper","MS",28061
"stringtown","atoka","OK",40005
"stroh","lagrange","IN",18087
"stromsburg","polk","NE",31143
"strong","union","AR",5139
"strong","franklin","ME",23007
"strong city","chase","KS",20017
"stronghurst","henderson","IL",17071
"strongstown","indiana","PA",42063
"strongsville","cuyahoga","OH",39035
"stroud","lincoln","OK",40081
"stroudsburg","monroe","PA",42089
"strum","trempealeau","WI",55121
"strunk","mccreary","KY",21147
"struthers","mahoning","OH",39099
"stryker","lincoln","MT",30053
"stryker","williams","OH",39171
"strykersville","wyoming","NY",36121
"stuart","martin","FL",12085
"stuart","guthrie","IA",19077
"stuart","holt","NE",31089
"stuart","hughes","OK",40063
"stuart","patrick","VA",51141
"stuarts draft","augusta","VA",51015
"studio city","los angeles","CA",6037
"studley","hanover","VA",51085
"stump creek","jefferson","PA",42065
"stumpy point","dare","NC",37055
"sturbridge","worcester","MA",25027
"sturdivant","bollinger","MO",29017
"sturgeon","boone","MO",29019
"sturgeon","allegheny","PA",42003
"sturgeon bay","door","WI",55029
"sturgeon lake","pine","MN",27115
"sturgis","union","KY",21225
"sturgis","st. joseph","MI",26149
"sturgis","oktibbeha","MS",28105
"sturgis","meade","SD",46093
"sturkie","fulton","AR",5049
"sturtevant","racine","WI",55101
"stuttgart","arkansas","AR",5001
"stuyvesant","columbia","NY",36021
"stuyvesant falls","columbia","NY",36021
"suamico","brown","WI",55009
"subiaco","logan","AR",5083
"sublette","lee","IL",17103
"sublette","haskell","KS",20081
"sublime","lavaca","TX",48285
"sublimity","marion","OR",41047
"suburb maryland fac","montgomery","MD",NULL
"succasunna","morris","NJ",34027
"success","clay","AR",5021
"success","texas","MO",29215
"suches","union","GA",13291
"sudan","lamb","TX",48279
"sudbury","middlesex","MA",25017
"sudlersville","queen anne's","MD",24035
"suffern","rockland","NY",36087
"suffield","hartford","CT",9003
"suffolk","suffolk city","VA",51800
"sugar city","crowley","CO",8025
"sugar city","madison","ID",16065
"sugar grove","kane","IL",17089
"sugar grove","watauga","NC",37189
"sugar grove","fairfield","OH",39045
"sugar grove","warren","PA",42123
"sugar grove","smyth","VA",51173
"sugar grove","pendleton","WV",54071
"sugar hill","grafton","NH",NULL
"sugar land","fort bend","TX",48157
"sugar loaf","orange","NY",36071
"sugar run","bradford","PA",42015
"sugar tree","decatur","TN",47039
"sugar valley","gordon","GA",13129
"sugarcreek","tuscarawas","OH",39157
"sugarloaf","san bernardino","CA",6071
"sugarloaf","luzerne","PA",42079
"sugartown","beauregard parish","LA",22011
"suisun city","solano","CA",6095
"suitland","prince george's","MD",24033
"sula","ravalli","MT",30081
"sulligent","lamar","AL",1075
"sullivan","moultrie","IL",17139
"sullivan","sullivan","IN",18153
"sullivan","union","KY",21225
"sullivan","hancock","ME",23009
"sullivan","franklin","MO",29071
"sullivan","cheshire","NH",33005
"sullivan","ashland","OH",39005
"sullivan","jefferson","WI",55055
"sullivan city","hidalgo","TX",48215
"sullivans island","charleston","SC",45019
"sully","jasper","IA",19099
"sulphur","crawford","IN",18025
"sulphur","henry","KY",21103
"sulphur","calcasieu parish","LA",22019
"sulphur","murray","OK",40099
"sulphur bluff","hopkins","TX",48223
"sulphur rock","independence","AR",5063
"sulphur springs","benton","AR",5007
"sulphur springs","henry","IN",18065
"sulphur springs","crawford","OH",39033
"sulphur springs","hopkins","TX",48223
"sultan","snohomish","WA",53061
"sultana","tulare","CA",6107
"sumas","whatcom","WA",53073
"sumatra","liberty","FL",12077
"sumatra","rosebud","MT",30087
"sumava resorts","newton","IN",18111
"sumerco","lincoln","WV",54043
"sumerduck","fauquier","VA",51061
"sumiton","walker","AL",1127
"summer lake","lake","OR",41037
"summer shade","metcalfe","KY",21169
"summerdale","baldwin","AL",1003
"summerdale","cumberland","PA",42041
"summerfield","marion","FL",NULL
"summerfield","st. clair","IL",17163
"summerfield","marshall","KS",20117
"summerfield","claiborne parish","LA",22027
"summerfield","guilford","NC",37081
"summerfield","noble","OH",39121
"summerfield","castro","TX",48069
"summerhill","cambria","PA",42021
"summerland","santa barbara","CA",6083
"summerland key","monroe","FL",12087
"summers","washington","AR",5143
"summersville","green","KY",21087
"summersville","texas","MO",29215
"summersville","nicholas","WV",54067
"summerton","clarendon","SC",45027
"summertown","lawrence","TN",47099
"summerville","chattooga","GA",13055
"summerville","union","OR",41061
"summerville","jefferson","PA",42065
"summerville","dorchester","SC",45035
"summit","marion","AR",5089
"summit","pike","MS",28113
"summit","union","NJ",34039
"summit","schoharie","NY",36095
"summit","grant","SD",46109
"summit","iron","UT",49021
"summit argo","cook","IL",17031
"summit hill","carbon","PA",42025
"summit lake","langlade","WI",55067
"summit point","jefferson","WV",54037
"summit station","licking","OH",39089
"summit station","schuylkill","PA",42107
"summitville","madison","IN",18095
"summitville","sullivan","NY",36105
"summitville","columbiana","OH",39029
"summitville","coffee","TN",47031
"sumner","worth","GA",13321
"sumner","bremer","IA",19017
"sumner","lawrence","IL",17101
"sumner","oxford","ME",23017
"sumner","gratiot","MI",26057
"sumner","chariton","MO",29041
"sumner","tallahatchie","MS",28135
"sumner","dawson","NE",31047
"sumner","lamar","TX",48277
"sumner","pierce","WA",53053
"sumneytown","montgomery","PA",42091
"sumpter","baker","OR",41001
"sumrall","lamar","MS",28073
"sumter","sumter","SC",45085
"sumterville","sumter","FL",12119
"sun","st. tammany parish","LA",22103
"sun city","maricopa","AZ",4013
"sun city","riverside","CA",NULL
"sun city","hillsborough","FL",12057
"sun city","barber","KS",20007
"sun city center","hillsborough","FL",12057
"sun city west","maricopa","AZ",4013
"sun prairie","dane","WI",55025
"sun river","cascade","MT",30013
"sun valley","navajo","AZ",4017
"sun valley","los angeles","CA",6037
"sun valley","blaine","ID",16013
"sun valley","washoe","NV",32031
"sunapee","sullivan","NH",33019
"sunbright","morgan","TN",47129
"sunburg","kandiyohi","MN",27067
"sunburst","toole","MT",30101
"sunbury","gates","NC",37073
"sunbury","delaware","OH",39041
"sunbury","northumberland","PA",42097
"suncook","merrimack","NH",33013
"sundance","crook","WY",56011
"sunderland","franklin","MA",25011
"sunderland","calvert","MD",24009
"sundown","hockley","TX",48219
"sunfield","eaton","MI",26045
"sunflower","washington","AL",1129
"sunflower","sunflower","MS",28133
"sunland","los angeles","CA",6037
"sunland park","doña ana","NM",35013
"sunman","ripley","IN",18137
"sunny side","spalding","GA",13255
"sunnyside","queens","NY",36081
"sunnyside","carbon","UT",49007
"sunnyside","yakima","WA",53077
"sunnyvale","santa clara","CA",6085
"sunnyvale","dallas","TX",48113
"sunol","alameda","CA",6001
"sunray","moore","TX",48341
"sunrise beach","camden","MO",29029
"sunset","st. landry parish","LA",22097
"sunset","hancock","ME",23009
"sunset","pickens","SC",45077
"sunset","montague","TX",48497
"sunset beach","orange","CA",6059
"sunset beach","brunswick","NC",NULL
"sunshine","iberville parish","LA",22047
"sunspot","otero","NM",35035
"supai","coconino","AZ",4015
"superior","pinal","AZ",4021
"superior","dickinson","IA",19059
"superior","mineral","MT",30061
"superior","nuckolls","NE",31129
"superior","douglas","WI",55031
"superior","sweetwater","WY",56037
"suplee","chester","PA",42029
"supply","brunswick","NC",37019
"suquamish","kitsap","WA",53035
"surfside","orange","CA",6059
"surgoinsville","hawkins","TN",47073
"suring","oconto","WI",55083
"surprise","maricopa","AZ",4013
"surprise","butler","NE",31023
"surprise","greene","NY",36039
"surrency","appling","GA",13001
"surrey","ward","ND",38101
"surry","hancock","ME",23009
"surry","surry","VA",51181
"surveyor","raleigh","WV",54081
"susan","mathews","VA",51115
"susanville","lassen","CA",6035
"susquehanna","susquehanna","PA",42115
"sussex","sussex","NJ",34037
"sussex","sussex","VA",51183
"sussex","waukesha","WI",55133
"sutersville","westmoreland","PA",42129
"sutherland","o'brien","IA",19141
"sutherland","lincoln","NE",31111
"sutherland","dinwiddie","VA",51053
"sutherland springs","wilson","TX",48493
"sutherlin","douglas","OR",41019
"sutherlin","pittsylvania","VA",51143
"sutter","sutter","CA",6101
"sutter","hancock","IL",17067
"sutter creek","amador","CA",6005
"sutton","matanuska-susitna borough","AK",2170
"sutton","worcester","MA",25027
"sutton","griggs","ND",38039
"sutton","clay","NE",31035
"sutton","caledonia","VT",50005
"sutton","braxton","WV",54007
"suttons bay","leelanau","MI",26089
"suwanee","gwinnett","GA",NULL
"suwannee","dixie","FL",12029
"swain","allegany","NY",36003
"swainsboro","emanuel","GA",13107
"swaledale","cerro gordo","IA",19033
"swampscott","essex","MA",25009
"swan","marion","IA",19125
"swan lake","leflore","MS",28135
"swan lake","sullivan","NY",36105
"swan river","itasca","MN",27061
"swan valley","bonneville","ID",16019
"swanlake","bannock","ID",16005
"swannanoa","buncombe","NC",37021
"swanquarter","hyde","NC",37095
"swans island","hancock","ME",23009
"swansboro","carteret","NC",37133
"swansea","bristol","MA",25005
"swansea","lexington","SC",45063
"swanton","garrett","MD",24023
"swanton","saline","NE",31151
"swanton","fulton","OH",39051
"swanton","franklin","VT",50011
"swanville","morrison","MN",27153
"swanzey","cheshire","NH",33005
"swarthmore","delaware","PA",42045
"swartswood","sussex","NJ",34037
"swartz","ouachita parish","LA",22073
"swartz creek","genesee","MI",26049
"swatara","aitkin","MN",27001
"swayzee","grant","IN",18053
"swea city","kossuth","IA",19109
"swedesboro","gloucester","NJ",34015
"swedesburg","henry","IA",19087
"sweeden","edmonson","KY",21061
"sweeny","brazoria","TX",48321
"sweet","gem","ID",16045
"sweet briar","amherst","VA",51009
"sweet grass","toole","MT",30101
"sweet home","pulaski","AR",5119
"sweet home","linn","OR",41043
"sweet home","lavaca","TX",48285
"sweet springs","saline","MO",29195
"sweet valley","luzerne","PA",42079
"sweet water","marengo","AL",1091
"sweetser","grant","IN",18053
"sweetwater","roger mills","OK",40129
"sweetwater","monroe","TN",47123
"sweetwater","nolan","TX",48353
"swengel","union","PA",42119
"swepsonville","alamance","NC",37001
"swift","roseau","MN",27135
"swifton","jackson","AR",5067
"swiftown","leflore","MS",28083
"swiftwater","monroe","PA",42089
"swink","otero","CO",8089
"swink","choctaw","OK",40023
"swisher","johnson","IA",19103
"swiss","fayette","WV",54067
"swisshome","lane","OR",41039
"switchback","mcdowell","WV",54047
"switz city","greene","IN",18055
"switzer","logan","WV",54045
"swoope","augusta","VA",51015
"swords creek","russell","VA",51167
"sybertsville","luzerne","PA",42079
"sycamore","talladega","AL",1121
"sycamore","turner","GA",13287
"sycamore","dekalb","IL",17037
"sycamore","montgomery","KS",20125
"sycamore","wyandot","OH",39175
"sycamore","greene","PA",42059
"sycamore","allendale","SC",45005
"sycamore valley","monroe","OH",39111
"sydney","hillsborough","FL",12057
"sykeston","wells","ND",38103
"sykesville","carroll","MD",24013
"sykesville","jefferson","PA",42065
"sylacauga","talladega","AL",1121
"sylmar","los angeles","CA",6037
"sylva","jackson","NC",37099
"sylvan beach","muskegon","MI",26121
"sylvan beach","oneida","NY",36065
"sylvan grove","lincoln","KS",20105
"sylvania","dekalb","AL",1049
"sylvania","screven","GA",13011
"sylvania","lucas","OH",39095
"sylvania","bradford","PA",42015
"sylvester","worth","GA",13321
"sylvester","fisher","TX",48151
"sylvester","boone","WV",54005
"sylvia","reno","KS",20155
"symsonia","graves","KY",21157
"syosset","nassau","NY",36059
"syracuse","kosciusko","IN",18085
"syracuse","hamilton","KS",20075
"syracuse","morgan","MO",29141
"syracuse","otoe","NE",31131
"syracuse","onondaga","NY",36067
"syracuse","meigs","OH",39105
"syracuse","davis","UT",49011
"syria","madison","VA",51113
"taberg","oneida","NY",36065
"tabernash","grand","CO",8049
"tabiona","duchesne","UT",49013
"table grove","fulton","IL",17057
"table rock","pawnee","NE",31133
"tabor","fremont","IA",19071
"tabor","bon homme","SD",46009
"tabor city","columbus","NC",37047
"tacna","yuma","AZ",4027
"tacoma","pierce","WA",53053
"taconic","litchfield","CT",9005
"taconite","itasca","MN",27061
"tad","kanawha","WV",54039
"taft","kern","CA",6029
"taft","muskogee","OK",40101
"taft","lincoln","TN",47089
"taft","san patricio","TX",48409
"tafton","pike","PA",42103
"taftsville","windsor","VT",50027
"taftville","new london","CT",9011
"tahlequah","cherokee","OK",40021
"tahoe city","placer","CA",NULL
"tahoe vista","placer","CA",NULL
"tahoka","lynn","TX",48305
"taholah","grays harbor","WA",53027
"tahoma","el dorado","CA",NULL
"tahuya","mason","WA",53045
"taiban","de baca","NM",35011
"takoma park","montgomery","MD",24031
"takotna","yukon-koyukuk census area","AK",NULL
"talala","rogers","OK",40131
"talbot","benton","IN",18007
"talbott","hamblen","TN",47063
"talbotton","talbot","GA",13263
"talco","titus","TX",48449
"talcott","summers","WV",54089
"talent","jackson","OR",41029
"talihina","le flore","OK",40077
"talisheek","st. tammany parish","LA",22103
"talkeetna","matanuska-susitna borough","AK",2170
"talking rock","pickens","GA",13227
"tall timbers","st. mary's","MD",24037
"talladega","talladega","AL",1121
"tallahassee","leon","FL",12073
"tallapoosa","haralson","GA",13143
"tallapoosa","new madrid","MO",29143
"tallassee","elmore","AL",1051
"tallassee","blount","TN",47009
"tallevast","manatee","FL",12081
"tallmadge","summit","OH",39153
"tallman","rockland","NY",36087
"tallmansville","upshur","WV",54097
"tallula","menard","IL",17129
"tallulah","madison parish","LA",22065
"tallulah falls","rabun","GA",13137
"talmage","mendocino","CA",6045
"talmage","dickinson","KS",20041
"talmage","otoe","NE",31131
"talmage","lancaster","PA",42071
"talmage","duchesne","UT",49013
"talmo","jackson","GA",13157
"talmoon","itasca","MN",27061
"taloga","dewey","OK",40043
"talpa","coleman","TX",48083
"tama","tama","IA",19171
"tamaqua","schuylkill","PA",42107
"tamarack","aitkin","MN",27001
"tamaroa","perry","IL",17145
"tamassee","oconee","SC",45073
"tamiment","pike","PA",NULL
"tamms","alexander","IL",17003
"tampa","hillsborough","FL",12057
"tampa","marion","KS",20115
"tampico","whiteside","IL",17195
"tamuning","nan","GU",66010
"tamworth","carroll","NH",33003
"tanacross","southeast fairbanks census area","AK",NULL
"tanana","yukon-koyukuk census area","AK",2290
"taneytown","carroll","MD",24013
"taneyville","taney","MO",29213
"tangent","linn","OR",41043
"tangerine","orange","FL",12095
"tangier","accomack","VA",51001
"tangipahoa","tangipahoa parish","LA",22105
"tanner","limestone","AL",1083
"tannersville","greene","NY",36039
"tannersville","monroe","PA",42089
"tannersville","tazewell","VA",51185
"taopi","mower","MN",27099
"taos","taos","NM",35055
"taos ski valley","taos","NM",35055
"tappahannock","essex","VA",51057
"tappan","rockland","NY",36087
"tappen","kidder","ND",38043
"tar heel","bladen","NC",37017
"tarawa terrace","onslow","NC",37133
"tarboro","edgecombe","NC",37065
"tarentum","allegheny","PA",42003
"tariffville","hartford","CT",9003
"tarkio","atchison","MO",29005
"tarlton","pickaway","OH",39129
"tarpley","bandera","TX",48019
"tarpon springs","pinellas","FL",12103
"tarrs","westmoreland","PA",42129
"tarrytown","montgomery","GA",13209
"tarrytown","westchester","NY",36119
"tarzan","martin","TX",48317
"tarzana","los angeles","CA",6037
"tasley","accomack","VA",51001
"taswell","crawford","IN",18025
"tatamy","northampton","PA",42095
